itemid,boardid,userid,isSolvedTopic
15,236856,2158,1
15,236856,1511,1
15,236856,5043,1
15,236856,2158,1
15,236856,1511,1
15,236856,4547,1
15,236856,5043,1
15,236856,2158,1
15,236856,5043,1
22,236858,4871,1
22,236858,3733,1
22,236858,4871,1
22,236858,2158,1
22,236858,6152,1
16,236864,2494,0
22,236865,1124,0
17,4491,1864,0
44,4805,1451,0
35,6807,5001,0
16,8144,1451,0
15,8404,1125,1
15,8404,2541,1
43,8541,4750,1
29,8881,2287,1
29,8881,2367,1
44,9299,3848,0
16,11167,3571,1
38,13428,2561,1
15,13486,2241,1
15,15165,6175,1
25,15601,3171,0
15,17626,3209,1
15,17844,3881,0
15,21621,6430,0
15,23339,3416,0
38,23800,6475,0
16,25389,3594,1
38,25483,3045,0
38,25483,2106,0
44,26348,3389,0
44,26462,3848,0
46,26498,2402,0
16,27236,4391,0
15,27772,3529,1
16,27843,4443,1
16,28064,2230,1
16,28090,2790,1
38,29606,4972,0
38,29945,4596,1
38,30148,5180,1
17,30525,5332,1
15,30734,6424,0
15,30734,1488,0
17,30875,5981,0
15,31347,5439,0
15,31888,1565,1
15,31888,4443,1
17,31912,2384,0
38,32511,6503,0
16,34283,5977,0
25,35549,2203,0
16,35830,5225,0
16,36973,4340,0
18,37152,1715,1
15,37201,3881,0
40,37588,3604,0
15,37603,5977,0
15,38409,1123,1
17,39181,4017,1
16,40486,2644,1
38,40724,3889,0
15,41302,2008,0
38,41907,4799,0
17,43023,1553,1
16,43067,3889,0
16,43511,6296,0
44,43515,3389,0
15,45067,1402,1
40,46491,1806,0
16,47146,2505,0
22,48140,2170,0
16,49055,3594,1
15,49177,6424,0
16,50100,1137,1
38,50381,2089,1
16,51087,3848,1
16,51087,1806,1
17,51133,5986,0
17,52915,3389,0
16,53232,3516,1
16,53531,1629,0
16,53772,6503,0
15,55670,1597,1
38,56463,5837,0
16,57788,5515,1
16,57788,5945,1
29,59875,4196,1
17,59878,2561,0
38,60592,5632,0
17,61064,5515,0
16,61254,2797,0
15,61537,5811,1
17,62523,5548,0
16,62928,6226,1
15,65101,4443,0
16,67186,2402,0
15,67294,6266,1
16,67536,3848,0
15,67734,3062,0
16,68009,4442,1
16,68009,3885,1
38,69370,1550,0
15,71587,3594,0
16,73602,5998,1
16,74309,1110,0
16,76901,1451,0
44,77590,4468,1
44,78423,3389,0
16,79206,2921,0
25,79223,6141,1
38,80752,2598,0
16,80799,1955,1
15,81980,3466,0
15,83021,3225,0
16,83961,5811,1
17,84101,3881,1
16,85306,1746,1
18,85760,3881,0
16,87936,3453,0
29,87939,1123,1
16,88747,5084,1
46,90503,6183,1
16,91118,3209,1
18,91867,5332,1
16,91904,1694,1
16,95402,1487,1
15,95579,4871,1
40,99439,3885,1
22,99569,2561,1
29,100454,5241,0
16,102711,4774,0
15,106916,5043,0
38,108299,3395,0
38,108299,2248,0
38,109599,2230,1
38,109855,3516,0
16,111385,1113,1
38,111484,2402,0
43,111918,4799,0
16,113434,2358,1
16,113434,3885,1
38,114412,5837,0
16,115679,4340,0
16,116759,1123,1
15,117461,1428,1
15,117461,3115,1
15,117461,2621,1
38,118119,5180,1
38,119053,4468,0
15,120083,4778,1
16,120482,2644,1
15,120564,1597,1
43,121028,4799,0
29,121565,1355,1
15,123199,1741,1
16,123880,4458,1
16,127704,2644,1
22,127783,2170,0
46,128039,2008,0
46,128039,5837,0
16,130016,5811,1
17,131382,4468,0
25,134882,1575,0
50,134914,3115,1
50,136031,3326,1
50,136031,2902,1
50,136031,3115,1
50,136031,3598,1
50,136031,3157,1
33,136486,1122,1
16,136725,2902,1
29,137095,5982,1
50,137508,2902,1
44,138050,4468,1
50,138810,2106,1
50,138810,3677,1
46,139095,1383,0
17,139691,3881,1
46,140225,1383,0
46,140480,2538,0
50,141143,6141,1
50,141143,5320,1
41,141991,4799,0
41,142086,3051,1
16,142618,3045,0
17,142631,3389,1
17,142919,5653,0
41,144482,3508,1
38,145464,6183,1
50,146048,3115,0
46,147447,4750,1
41,147564,5238,0
16,148190,5176,1
38,148698,3395,0
50,148712,3635,1
50,148712,3115,1
50,148887,4340,0
50,149366,3635,1
16,149597,3452,1
15,151502,3986,0
38,151562,2248,0
15,151976,1488,0
50,152627,3635,1
29,152857,2288,0
47,154274,2402,0
50,156071,1081,1
50,156071,1876,1
15,157450,1690,1
22,158659,1245,1
16,158968,3331,0
15,159081,4317,1
29,160145,5982,1
29,160768,5241,1
46,161888,1383,0
41,162023,1235,0
41,162023,3051,0
22,162589,2532,0
29,163318,1214,1
38,165257,3880,0
50,166009,3115,0
38,166406,4468,0
15,166504,1806,1
15,166504,5241,1
56,166711,3297,0
46,167332,1383,0
15,167889,1175,1
15,167889,3885,1
15,167889,6056,1
15,167889,2309,1
15,167889,3677,1
46,171573,1383,0
46,172327,1383,0
17,172616,3389,0
16,172747,5078,0
47,173404,3415,1
50,174315,4391,0
46,174395,4021,0
46,174395,1383,0
50,174456,1579,1
50,174456,3677,1
46,174981,1383,0
16,175976,3416,1
15,177184,5275,0
38,177300,3395,1
38,177300,2248,1
50,177721,3150,0
41,178232,1459,0
18,178558,6040,1
16,179636,2358,0
41,180881,3453,0
50,180895,4878,0
41,181727,3453,0
50,182755,2563,0
16,183162,1451,1
43,183681,4750,0
50,184178,3157,0
38,184367,3885,1
18,185874,4850,1
41,187182,5549,0
41,187450,3508,0
46,188201,1629,1
50,188430,4001,1
29,189932,2288,1
15,190990,2398,0
18,191325,5849,0
15,191501,1025,1
47,191571,3415,0
16,192218,5665,1
15,192626,3848,1
50,193359,2358,0
38,193710,2402,0
16,193891,4340,0
40,194957,5986,1
22,195020,1245,0
50,195077,6123,0
15,195080,5542,0
50,195183,1843,1
50,195183,5457,1
50,195183,4391,1
38,197778,2106,0
113,197958,1966,0
38,198430,3395,1
17,199109,4485,0
46,199231,4144,1
16,200667,3889,0
113,200670,1966,0
16,201906,4805,0
16,202208,4340,1
15,203585,3062,0
27,205475,4606,0
113,205746,1966,0
50,205823,2621,1
46,206178,3395,0
50,206603,2218,0
46,206641,1383,0
22,207049,3120,1
22,207098,2687,0
38,207294,5875,0
16,207309,2289,1
41,207643,1852,1
15,208081,3954,1
22,208550,2248,1
15,208559,4317,1
50,209207,2563,1
16,209220,1405,1
16,209220,4001,1
50,211467,6016,1
16,212989,3516,0
17,213024,5653,1
17,213024,5981,1
46,213105,3395,1
16,213310,4340,1
46,213740,5915,0
22,214770,2494,1
16,214851,1124,1
16,214934,2402,1
50,215363,1841,1
38,215504,2106,0
15,216084,3954,1
41,216334,4369,0
29,217330,2106,0
186,221068,1553,0
186,221151,2043,0
186,221178,2623,0
186,221196,2289,0
186,221265,6456,0
186,221337,3762,0
186,221501,3508,0
186,221694,5704,0
186,221754,1876,0
186,221764,1245,0
186,221774,2494,0
127,221849,6371,0
127,222436,6371,0
127,222778,6371,0
127,223361,4258,0
186,223514,6380,0
186,223579,1843,0
186,223579,5357,0
113,223670,1966,0
113,223672,1966,0
113,223673,1966,0
113,223674,1966,0
113,223681,1966,0
113,223682,1966,0
186,223724,2902,0
186,223761,4443,0
186,223761,5275,0
186,223882,2981,0
186,223928,1843,0
186,223956,4450,0
186,224002,1843,0
186,224010,2043,0
186,224031,1843,0
186,224034,5452,0
31,224907,2494,0
25,226111,2203,1
8,226133,4442,0
186,226336,4369,0
29,226469,2981,1
17,226569,5653,1
186,227577,2981,0
186,227577,2288,0
186,227741,4993,0
113,229181,1482,0
186,229356,5542,0
186,229602,1843,0
186,229602,5916,0
25,229679,5888,1
186,229798,2981,0
17,229855,1838,1
9,230170,2981,0
9,230172,4306,0
9,230172,6193,0
15,230398,5292,0
15,230791,5665,1
186,230825,1843,0
186,231023,2981,0
38,231065,5022,1
186,231190,2981,0
15,231782,3062,0
15,231996,2358,1
186,232009,2981,0
50,232508,1247,0
41,233086,3617,0
41,233086,1383,0
186,233091,2981,0
186,233091,1987,0
41,233192,1383,0
186,233266,3326,0
186,233266,2981,0
186,233266,1671,0
186,233266,2981,0
186,233276,1671,0
186,233276,2981,0
186,233285,3733,0
186,233285,2981,0
186,233285,4937,0
186,233285,2981,0
186,233285,1671,0
186,233338,1553,0
186,233338,4369,0
15,233614,4502,1
113,233672,1966,0
113,233672,6453,0
113,233672,1966,0
22,233840,2981,1
186,234086,1843,0
22,234232,4502,1
186,234284,2981,0
25,234353,1325,0
25,234353,2288,0
9,234370,4306,0
22,234439,2158,0
22,234439,4502,0
22,234439,1277,0
22,234439,2288,0
16,234501,4317,0
113,234546,1482,0
16,234623,2949,0
46,234625,3733,1
46,234625,6148,1
46,234625,5022,1
46,234625,1106,1
46,234625,6040,1
46,234625,2008,1
50,234834,2494,0
16,235034,2949,0
113,235182,1482,0
186,235215,6040,0
186,235215,4392,0
16,235236,4774,0
186,235246,2981,0
186,235246,2362,0
186,235246,5916,0
22,235304,2981,0
22,235304,5888,0
41,235499,2981,1
50,235531,1843,1
50,235531,4583,1
186,235580,5022,0
186,235580,6016,0
186,235580,4369,0
113,235634,1482,0
41,235643,4411,0
41,235643,1852,0
29,235682,5982,1
18,235735,5452,0
18,235735,4392,0
16,235746,5888,1
16,235746,4462,1
29,235795,3682,0
29,235795,5839,0
29,235904,5241,1
41,235999,1383,0
15,236025,6148,1
15,236077,6148,0
9,236084,6040,0
9,236084,2981,0
25,236106,4774,0
41,236141,3617,1
41,236141,2981,1
41,236141,4411,1
113,236147,1482,0
15,236173,6148,0
22,236175,6040,1
22,236175,2981,1
38,236182,4304,0
16,236201,4774,0
16,236224,4774,1
17,236238,6148,1
50,236247,1843,1
15,236248,6148,0
15,236281,3389,1
15,236319,6148,0
15,236319,1390,0
25,236351,4306,0
25,236351,4774,0
15,236371,1390,1
29,236375,2362,1
15,236399,1390,1
15,236399,6016,1
15,236400,4361,0
50,236436,6345,0
50,236436,2655,0
50,236436,3733,0
50,236436,6040,0
50,236436,6148,0
50,236436,1843,0
50,236436,6040,0
50,236436,1843,0
25,236440,2568,0
16,236447,6148,1
15,236462,6148,0
16,236466,6148,0
89,236475,6148,0
89,236475,4893,0
113,236490,4039,0
113,236490,1482,0
38,236495,4462,0
17,236503,6148,0
50,236513,1628,0
50,236513,3598,0
50,236513,4304,0
50,236513,6456,0
50,236513,3989,0
15,236525,4304,0
15,236525,5688,0
18,236554,4774,0
29,236556,6345,1
29,236556,1106,1
29,236556,4783,1
29,236556,1106,1
29,236556,4783,1
29,236556,1106,1
29,236556,5022,1
29,236556,4755,1
29,236556,2981,1
29,236556,4316,1
113,236564,1482,0
38,236588,4258,0
38,236588,6040,0
38,236588,2008,0
38,236588,4258,0
50,236594,6148,0
50,236594,1843,0
17,236602,5981,1
16,236633,6148,0
16,236633,4637,0
25,236686,3836,0
25,236686,4774,0
25,236686,1575,0
17,236693,1390,0
41,236702,3617,0
41,236702,2981,0
41,236702,1852,0
41,236702,2567,0
10,236708,6040,0
15,236710,4774,0
15,236710,6456,0
15,236710,1864,0
15,236710,4547,0
15,236710,2034,0
17,236711,2949,1
17,236711,1864,1
17,236711,4502,1
17,236711,2418,1
29,236729,4306,1
29,236729,2362,1
29,236729,2981,1
29,236729,2362,1
29,236729,4316,1
22,236733,6148,0
22,236741,6456,1
22,236741,2981,1
22,236741,2949,1
22,236741,4547,1
22,236741,4443,1
17,236752,6148,0
17,236752,5981,0
17,236767,1628,1
17,236767,5981,1
38,236770,3733,1
38,236770,4689,1
38,236770,4462,1
15,236781,1390,0
15,236781,3807,0
15,236781,4547,0
15,236781,4502,0
15,236782,6148,0
15,236782,1390,0
15,236782,3807,0
22,236791,2949,1
40,236796,3733,0
29,236800,2981,1
29,236800,5916,1
16,236809,4774,0
16,236809,2949,0
29,236816,2981,1
29,236816,2362,1
29,236816,4316,1
15,236823,6148,0
15,236823,1390,0
25,236826,2123,0
25,236827,4502,0
25,236827,3836,0
25,236827,6148,0
25,236827,1390,0
25,236827,4774,0
25,236827,4783,0
25,236827,4502,0
16,236839,2949,0
27,236845,5888,1
27,236845,5176,1
27,236845,4749,1
27,236845,4774,1
16,236847,6148,0
16,236847,1106,0
16,236847,1511,0
16,236847,6456,0
25,236852,1694,0
25,236852,4502,0
25,236852,1694,0
25,236852,6456,0
25,236852,6445,0
15,236856,2158,1
15,236856,5043,1
15,236856,2949,1
15,236856,4502,1
15,236856,5043,1
15,236856,5176,1
15,236856,4317,1
15,236856,2158,1
22,236858,4502,1
22,236858,4871,1
22,236858,6152,1
22,236858,6456,1
22,236858,5176,1
16,236864,2494,0
16,236864,6148,0
16,236864,2949,0
16,236864,4502,0
16,236864,4547,0
16,236864,2494,0
16,236864,3733,0
16,236864,2494,0
16,236864,4637,0
16,236864,2494,0
16,236864,1511,0
16,236864,6456,0
16,236864,3733,0
16,236864,3631,0
16,236864,2494,0
16,236864,4871,0
16,236864,2494,0
22,236865,6148,0
22,236865,3807,0
22,236865,4502,0
22,236865,5292,0
22,236865,4169,0
22,236865,1124,0
22,236865,6456,0
22,236865,3733,0
16,236868,4547,0
16,236868,2158,0
16,236868,6148,0
16,236868,3807,0
16,236868,2949,0
16,236868,4713,0
16,236868,4502,0
16,236868,4547,0
16,236868,2158,0
16,236868,5292,0
16,236868,4871,0
16,236868,1511,0
16,236868,4637,0
16,236868,2158,0
16,236868,4637,0
16,236868,2158,0
16,236868,4637,0
16,236868,3733,0
16,236868,2158,0
16,236868,1511,0
16,236868,2158,0
16,236868,1511,0
16,236868,5176,0
16,236868,4637,0
16,236875,6456,1
16,236875,1106,1
16,236875,1843,1
16,236875,1106,1
16,236875,6456,1
16,236875,1106,1
16,236875,6040,1
16,236875,1843,1
16,236875,6040,1
16,236875,1106,1
16,236875,5457,1
16,236875,6040,1
16,236875,1106,1
16,236875,6040,1
16,236875,1843,1
16,236875,6040,1
16,236875,1106,1
16,236875,6040,1
16,236875,1106,1
16,236875,6040,1
16,236875,2949,1
16,236875,1106,1
16,236875,6456,1
16,236875,1106,1
50,236877,3053,0
50,236877,3733,0
50,236877,6456,0
50,236877,3053,0
50,236877,6456,0
50,236877,3053,0
15,236878,3733,1
15,236878,6456,1
15,236878,2949,1
15,236878,5888,1
15,236878,5176,1
15,236878,5292,1
15,236878,4317,1
15,236878,2494,1
15,236878,4317,1
15,236878,3733,1
15,236878,5292,1
15,236878,6456,1
15,236878,1325,1
15,236878,5176,1
15,236878,4317,1
29,236891,4306,0
29,236891,5292,0
29,236891,2288,0
17,236894,5653,0
17,236894,1628,0
17,236894,6148,0
17,236894,6456,0
17,236894,3353,0
17,236894,4502,0
17,236894,5176,0
17,236894,1838,0
41,236895,3120,0
41,236895,3617,0
41,236895,2981,0
41,236895,4736,0
41,236895,3353,0
41,236895,4411,0
41,236895,5549,0
41,236895,1852,0
41,236895,5549,0
41,236896,3617,0
41,236896,1383,0
41,236896,3617,0
41,236896,4304,0
41,236896,4411,0
41,236896,4502,0
41,236896,2658,0
41,236896,2556,0
41,236896,1852,0
41,236896,3921,0
29,236899,3682,0
29,236899,4306,0
29,236899,2362,0
29,236899,4316,0
38,236899,6040,0
38,236899,4993,0
38,236905,3687,0
38,236905,4547,0
38,236905,4937,0
38,236905,5437,0
38,236905,2402,0
38,236905,6456,0
38,236905,4713,0
38,236905,5437,0
38,236905,3807,0
38,236905,5888,0
38,236905,5176,0
38,236905,4713,0
38,236905,4502,0
38,236905,4547,0
38,236905,4502,0
38,236905,4547,0
38,236905,4713,0
38,236905,5437,0
15,236911,4547,0
15,236911,4502,0
15,236911,4713,0
15,236911,5292,0
15,236911,3062,0
15,236911,4502,0
15,236911,3062,0
15,236911,4547,0
15,236911,3062,0
15,236911,4547,0
15,236911,3062,0
25,236917,4783,1
25,236917,4306,1
25,236917,4502,1
25,236917,1194,1
18,236925,6040,1
18,236925,4502,1
18,236925,6148,1
18,236925,5333,1
18,236925,4502,1
18,236925,5176,1
18,236925,4649,1
41,236926,2658,0
41,236926,3617,0
41,236926,4411,0
41,236926,1852,0
41,236926,6296,0
41,236927,2658,0
41,236927,6193,0
41,236927,2981,0
41,236927,3617,0
41,236927,1383,0
41,236927,3617,0
41,236927,2981,0
41,236927,4411,0
41,236927,4502,0
41,236927,1852,0
41,236927,1459,0
15,236932,6456,0
15,236932,1451,0
15,236932,4783,0
15,236932,4774,0
15,236932,4502,0
15,236932,6148,0
15,236932,1390,0
15,236932,4502,0
15,236932,1390,0
15,236932,6456,0
15,236932,1864,0
15,236932,2790,0
15,236932,1390,0
15,236932,4502,0
15,236932,1390,0
15,236932,1511,0
15,236932,4502,0
15,236932,1390,0
15,236932,2790,0
15,236932,1390,0
15,236932,4502,0
15,236932,1390,0
15,236932,5176,0
15,236932,3807,0
15,236932,5176,0
15,236932,2790,0
15,236932,1864,0
15,236932,5888,0
15,236932,1864,0
15,236932,4502,0
15,236932,2790,0
127,236934,4502,0
127,236934,4258,0
127,236934,6371,0
127,236934,4502,0
127,236934,4258,0
127,236934,6371,0
18,236937,5333,0
18,236937,6040,0
18,236937,5333,0
18,236937,6040,0
18,236937,5333,0
18,236937,4502,0
18,236937,4713,0
18,236937,6040,0
18,236937,4713,0
18,236937,5333,0
18,236937,6040,0
18,236937,5176,0
18,236937,6040,0
50,236939,6148,0
50,236939,5916,0
50,236939,1843,0
50,236939,6456,0
50,236939,4502,0
46,236939,2008,0
46,236939,5916,0
15,236943,6456,1
15,236943,1390,1
15,236943,3733,1
15,236943,5292,1
15,236943,6148,1
15,236943,5043,1
15,236943,4502,1
15,236943,1390,1
15,236943,6456,1
15,236943,2123,1
15,236943,1390,1
15,236943,5043,1
15,236943,4502,1
15,236943,3807,1
15,236943,1390,1
15,236943,5043,1
15,236943,5176,1
15,236943,1511,1
15,236943,5043,1
17,236945,1628,1
17,236945,6148,1
17,236945,2366,1
17,236945,4502,1
17,236945,6456,1
17,236945,4713,1
17,236945,4502,1
17,236945,4713,1
17,236945,5176,1
17,236945,4502,1
17,236945,2366,1
22,236946,3733,0
22,236946,4483,0
22,236946,3766,0
25,236968,4502,1
25,236968,4774,1
25,236968,4306,1
25,236968,4502,1
25,236968,2123,1
25,236968,2026,1
25,236968,6148,1
25,236968,2123,1
25,236968,2026,1
25,236968,4502,1
25,236968,2026,1
25,236968,4502,1
25,236968,6456,1
25,236968,4502,1
25,236968,2026,1
25,236968,4774,1
25,236968,2123,1
25,236968,2026,1
25,236968,2123,1
25,236968,2026,1
25,236968,4774,1
25,236968,4502,1
25,236968,2026,1
25,236968,4502,1
25,236968,2026,1
17,236970,5665,0
17,236970,1390,0
17,236970,5665,0
17,236970,6148,0
17,236970,5665,0
17,236970,4713,0
17,236970,6148,0
17,236970,4502,0
17,236970,6456,0
17,236970,5176,0
17,236970,5665,0
17,236970,4713,0
17,236970,4502,0
17,236970,5665,0
22,236971,4502,0
22,236971,3733,0
22,236971,5022,0
22,236971,6148,0
22,236971,4713,0
22,236971,4502,0
22,236971,3415,0
186,236995,6040,0
186,236995,1987,0
9,236998,4502,0
9,236998,2981,0
9,236998,4783,0
9,236998,2981,0
9,236998,2008,0
9,236998,5292,0
9,236998,2981,0
9,236998,2402,0
9,236998,2158,0
9,236998,4713,0
9,236998,2008,0
9,236998,2981,0
9,236998,6040,0
9,236998,2123,0
9,236998,2981,0
22,237016,5176,1
22,237016,2123,1
22,237016,4502,1
22,237016,1511,1
22,237016,5022,1
22,237016,2981,1
22,237016,5022,1
22,237016,2123,1
22,237016,5022,1
22,237016,2123,1
22,237016,5022,1
22,237016,6148,1
22,237016,5022,1
22,237037,4502,0
22,237037,4783,0
22,237037,1451,0
153,237039,4666,0
22,237040,4547,0
22,237040,4502,0
22,237040,3733,0
22,237040,4502,0
22,237040,6169,0
29,237041,5982,0
29,237041,3682,0
29,237041,5982,0
29,237041,3682,0
29,237041,5982,0
15,237048,4502,0
15,237048,1390,0
15,237048,4937,0
15,237048,4502,0
15,237048,4249,0
25,237049,5435,0
16,237049,6040,0
16,237049,5435,0
15,237055,4502,1
15,237055,4442,1
15,237055,4502,1
15,237055,4442,1
15,237055,4502,1
15,237055,4442,1
15,237055,4502,1
15,237055,4547,1
15,237055,4502,1
15,237055,4442,1
15,237055,1390,1
15,237055,4442,1
38,237056,4666,0
46,237065,3733,0
46,237065,2538,0
15,237067,6456,1
15,237067,4502,1
15,237067,5977,1
16,237071,6456,0
16,237071,3733,0
16,237071,2106,0
31,237078,3120,0
38,243,2248,0
17,1232,2607,0
38,1576,2769,1
17,4491,2034,0
38,5290,2248,0
44,6351,4068,0
16,7872,3189,1
16,7872,4805,1
17,7969,5189,1
15,8073,5940,1
16,8114,3051,1
17,8571,4165,0
16,8643,3881,0
15,8854,4959,1
17,9983,4165,0
16,11084,5916,1
16,11084,6456,1
16,11891,1137,0
15,12802,4778,0
16,13952,4165,1
16,14088,4249,0
16,14088,4805,0
15,15200,1864,1
16,15366,4165,1
15,15725,2130,0
17,16141,4165,0
16,17419,4805,0
15,17626,3189,1
16,19247,3588,1
44,19965,4393,0
15,20223,5653,0
15,20692,4805,0
17,21961,1838,0
15,22318,5139,1
16,23860,6004,0
16,23860,1366,0
16,24193,3045,1
18,26097,4528,0
40,27044,5886,1
15,27772,1814,1
16,27970,5653,1
16,28033,3815,1
15,28899,3094,1
15,30000,5471,1
15,30734,3120,0
15,30734,6424,0
15,30734,4419,0
17,31281,1838,0
16,31589,1864,1
16,31977,1814,0
15,33340,3453,1
16,33623,3045,0
16,33907,5990,1
40,34321,4419,0
40,34321,6450,0
16,35409,5806,0
15,36293,2248,0
16,37565,1036,0
15,38221,4796,1
16,38914,4340,1
17,39181,3996,1
15,40457,5615,1
16,40486,5910,1
15,40881,1990,1
16,41478,2644,1
15,43283,3157,1
15,43386,1888,1
16,43511,2248,0
16,43607,1814,0
22,43761,3210,0
27,43900,4796,1
15,45067,1946,1
17,45436,1838,1
15,45747,4845,1
25,46270,1910,0
15,46549,6297,0
16,47795,1910,0
16,49055,1058,1
16,49055,4017,1
44,49358,3453,0
15,49639,5403,0
16,50100,5471,1
16,50100,5695,1
16,50100,4619,1
17,50306,5515,0
38,50381,5476,1
15,51391,2561,0
16,52563,5471,1
16,53232,3516,1
16,53259,5010,0
16,55302,1036,1
16,56794,5380,0
16,57971,4805,0
22,60343,6409,0
16,61104,4796,0
15,61537,6412,1
40,61572,1730,0
29,62401,4614,0
15,64493,2413,0
25,65963,1465,1
18,67659,5950,0
17,68613,1714,0
16,69822,2157,0
40,71315,4419,0
17,71374,5043,0
17,72195,4165,0
18,73143,4282,0
38,73359,2157,0
16,73719,5292,0
25,74747,1694,1
38,75170,2248,0
15,75797,4778,0
17,76068,6503,0
15,76462,1175,0
22,77615,4454,0
17,79140,5043,0
16,79147,1628,1
16,79147,5043,1
16,79629,2130,1
16,79629,2644,1
16,79629,4355,1
16,79629,1137,1
15,81482,1694,1
15,81482,2017,1
16,84656,1141,1
16,86320,4850,1
16,87033,1451,1
29,87939,5973,1
16,88421,1627,0
17,88914,4165,0
46,89246,5548,0
16,89265,1838,1
16,90392,1946,1
38,90882,4114,0
16,91060,3189,1
16,91118,4796,1
38,91329,6503,0
18,91867,1838,1
38,92988,4299,0
25,95076,6242,1
17,95133,2607,0
15,95579,4443,1
15,95579,2494,1
17,95946,1838,1
16,97260,4340,0
17,97857,1838,0
31,99600,5403,1
29,100454,5886,0
38,102214,3721,0
38,102259,4867,0
16,102711,6063,0
18,103467,3453,0
38,103937,2248,1
17,104606,1838,1
46,105442,6367,1
16,106274,1137,1
15,106814,4165,1
38,106930,4796,0
16,107852,1779,1
38,108299,3395,0
25,108848,1694,0
16,109005,3815,0
22,109935,2064,1
46,110475,1778,1
16,113434,5139,1
16,113434,4282,1
16,113434,1677,1
16,113434,5016,1
29,113812,2598,1
15,114506,2413,1
17,114706,3466,0
15,115348,1946,1
15,116638,1864,0
15,116697,3632,0
17,119242,3210,0
15,120083,4778,1
16,120482,5180,1
44,120634,1863,1
33,121852,4391,0
15,124737,4345,1
15,124737,5405,1
15,125745,3721,0
25,126569,1575,1
16,126973,2496,1
16,127747,2682,1
22,129778,1785,1
17,129844,5651,1
46,130319,1785,1
17,130549,1705,0
16,130765,1778,0
17,130883,5043,1
25,131428,1694,1
17,132108,4165,0
16,132678,1140,1
22,134512,3024,0
15,134779,2130,0
15,134885,4805,1
35,135259,5392,1
50,136031,1469,1
50,136031,1911,1
15,137979,1694,1
50,137998,4081,0
46,139095,1383,0
46,139095,3733,0
41,139568,3539,0
17,139691,3881,1
17,140136,5461,1
29,140184,4081,1
17,140984,1058,1
33,141661,1663,1
41,141787,2981,0
17,141930,3881,0
41,141991,1888,0
15,142699,1990,1
50,144778,2112,1
38,145125,3529,0
50,145480,2712,1
50,146408,3458,1
41,146512,1663,0
41,147182,4480,1
41,148039,2981,1
17,148131,3881,0
41,148923,5251,0
16,149561,1036,1
16,149597,6014,1
15,150467,5048,1
15,151976,6424,0
15,153558,5109,0
15,153819,4778,1
38,154617,4457,0
16,154729,2601,1
17,154735,1838,0
50,155567,3053,0
50,156071,2777,1
50,156071,1547,1
16,156989,5043,1
50,158591,5886,1
16,158879,2246,1
50,159065,2026,0
50,162831,5689,0
16,163584,4931,0
17,163727,4165,1
38,164737,5048,1
38,165222,3189,1
38,167328,2966,0
16,167770,2064,1
15,167889,3068,1
16,167985,3068,1
50,168362,3635,0
41,168768,4317,1
41,170312,2328,0
16,171580,6040,0
16,171580,5384,0
16,172146,1055,0
41,172421,2081,0
46,172996,5463,1
46,172996,4153,1
16,173018,1137,1
15,174284,2413,1
50,174315,4391,0
46,174395,1383,0
46,174395,3733,0
46,174395,1383,0
50,174456,2112,1
50,174456,1911,1
50,177315,1419,0
16,177378,3189,1
50,179641,4081,1
50,179641,5661,1
50,179641,6333,1
15,179663,2512,0
16,180172,6063,0
15,180805,5242,0
38,181523,2966,1
38,181707,4569,0
50,182755,5072,0
50,182755,5689,0
18,185874,2008,1
18,185874,5176,1
15,187526,1175,1
153,187649,1843,1
22,188996,1946,1
16,189358,3881,1
18,191325,5849,0
18,191325,6026,0
16,193891,4340,0
50,194814,2112,1
17,194924,4165,1
50,195077,5537,0
50,195183,4391,1
186,195748,2497,0
22,195938,2213,1
41,196163,3453,0
44,197768,3453,1
46,198940,3883,1
15,199060,5403,0
16,199255,2921,1
29,200549,2362,0
29,200549,3682,0
16,201906,4222,0
16,201906,3632,0
41,202490,4144,0
16,202792,5587,0
16,203605,1730,0
15,203999,2921,1
41,204332,4871,1
50,205285,5700,0
16,205923,5741,1
18,206241,5849,1
15,206268,1677,0
16,206729,5587,1
22,207049,3120,1
38,207153,3881,1
22,207476,4751,0
15,207871,4249,0
38,208004,3529,0
22,208550,3721,1
22,208550,2248,1
50,208923,2112,1
50,208923,1175,1
16,209220,5072,1
16,209220,5742,1
15,209277,4249,0
15,209596,4249,0
40,210715,1890,0
16,212989,3516,0
15,214522,4778,1
15,214567,4778,1
38,214804,5270,0
50,214939,3377,0
41,215294,3453,0
25,215542,3815,1
15,215948,4249,0
16,216307,4340,1
41,216334,6472,0
41,216334,5086,0
41,217050,2003,0
41,217522,2328,0
25,218554,4669,1
25,218554,5587,1
15,218711,5403,0
89,220255,3570,0
186,221157,5251,0
127,221158,3706,0
186,221159,5251,0
186,221178,3570,0
186,221178,2981,0
186,221265,5021,0
186,221290,5251,0
186,221323,5251,0
186,221493,2362,0
186,221634,3120,0
186,221694,5244,0
186,221730,4614,0
127,222981,4036,0
113,223417,5270,0
113,223451,1482,0
186,223470,4081,0
186,223483,6040,0
186,223571,4669,0
186,223599,1946,0
186,223599,5772,0
186,223599,6403,0
186,223697,4081,0
186,223761,4081,0
186,223949,5435,0
186,223956,2981,0
186,223966,2981,0
186,224010,4669,0
8,224394,6040,0
15,225846,5403,1
186,226292,5662,0
17,226441,4299,1
186,227156,6148,0
