itemid,boardid,userid,isSolvedTopic
15,196458,6436,1
46,196820,1223,0
15,197007,4273,1
15,197109,4275,0
38,201910,5232,1
38,201910,4187,1
41,203135,1918,0
50,203738,4192,1
15,203999,2473,1
15,203999,6194,1
50,205638,3428,0
46,207157,1223,0
15,207170,6436,1
41,207814,1198,0
22,208550,1883,1
38,208618,4035,1
50,208923,1883,1
16,212115,6436,1
41,212314,2251,1
15,212472,4275,0
25,216066,2796,0
16,217655,6436,1
89,218811,4273,0
89,218832,4273,0
11,220220,4502,0
186,221121,6464,0
186,221337,5567,0
186,223396,3311,0
186,223429,4273,0
186,223795,2360,0
186,224034,3726,0
11,224506,4502,0
10,224671,4502,0
15,225232,4169,1
10,225325,4502,0
10,225403,4502,0
50,225673,3428,1
10,225684,4502,0
11,226080,4502,0
10,226732,4502,0
38,227114,5232,0
38,227114,4187,0
186,227577,4965,0
186,227884,4821,0
15,228106,4275,1
15,228106,2447,1
10,228562,4502,0
10,228573,4502,0
43,228953,6436,1
10,229004,4502,0
22,229064,2447,1
10,229434,4502,1
9,230164,4502,0
9,230165,4502,0
10,230283,4502,0
22,230378,6436,1
50,230401,2212,0
46,230794,4542,1
29,230837,4965,1
22,231179,2447,1
186,231190,1227,0
10,231196,4502,1
38,231352,4440,1
16,231596,4547,0
16,231596,1628,0
16,231596,6144,0
16,231922,4989,1
16,231945,4273,0
15,232152,2447,1
50,232374,3894,0
50,232374,1628,0
50,232374,3428,0
50,232508,3428,0
16,232531,4273,1
16,232563,4273,1
10,232644,4502,0
15,232652,4275,1
18,232678,4502,1
38,232706,2658,0
15,232718,4275,0
10,232733,4502,0
15,232768,4275,1
15,232794,4275,0
35,232841,6397,1
16,232873,4547,0
17,232889,2447,0
186,232944,1227,0
186,232944,3726,0
15,232949,4275,0
15,233030,4502,1
25,233075,3129,1
186,233091,4965,0
186,233091,3129,0
22,233120,2447,0
186,233181,1227,0
22,233189,2946,0
15,233199,4275,0
15,233199,5176,0
9,233253,6040,0
10,233257,4502,0
16,233297,4273,0
38,233312,4547,0
17,233329,4841,0
16,233356,4273,0
16,233356,4547,0
10,233387,4502,0
15,233388,1628,0
15,233388,4273,0
15,233388,1133,0
15,233388,5381,0
15,233388,1628,0
38,233399,5381,0
38,233399,4547,0
15,233401,4547,0
15,233405,5381,1
15,233405,4311,1
15,233406,4547,0
15,233406,6366,0
15,233406,4273,0
15,233406,4547,0
15,233406,5381,0
15,233406,1628,0
15,233406,4547,0
15,233436,4502,0
15,233436,4547,0
15,233436,3807,0
15,233436,4547,0
15,233444,5381,1
15,233444,4547,1
15,233449,4273,0
15,233449,6456,0
15,233449,4547,0
25,233469,2158,0
18,233470,1628,1
46,233481,6366,0
46,233481,6456,0
27,233493,2963,1
27,233493,1511,1
27,233493,2963,1
27,233493,1511,1
27,233493,2963,1
15,233515,2123,1
17,233532,1628,1
17,233532,5381,1
22,233534,5176,0
22,233534,3807,0
22,233534,4547,0
22,233534,3807,0
22,233534,4547,0
15,233551,5176,1
15,233551,4547,1
22,233562,2158,1
22,233562,3807,1
22,233562,2447,1
22,233562,2946,1
22,233562,5176,1
22,233562,3807,1
22,233562,4547,1
16,233564,4461,0
16,233564,2158,0
15,233568,4783,1
15,233592,4547,0
15,233592,4937,0
15,233592,1628,0
15,233592,5176,0
15,233592,4273,0
15,233592,6366,0
15,233592,2590,0
15,233592,1648,0
15,233592,5176,0
15,233592,4547,0
15,233592,1648,0
15,233592,3807,0
15,233592,1511,0
15,233592,4937,0
15,233592,1511,0
15,233592,4547,0
15,233592,6456,0
15,233592,4547,0
15,233592,2590,0
15,233592,4547,0
15,233592,2590,0
15,233603,4937,1
15,233603,2158,1
15,233603,4169,1
15,233603,4273,1
15,233603,4783,1
15,233603,5176,1
15,233603,4169,1
15,233603,2158,1
15,233603,4169,1
16,233606,4547,1
16,233606,4937,1
16,233606,2158,1
16,233606,4502,1
16,233606,1648,1
16,233606,2946,1
16,233606,6366,1
16,233606,5916,1
16,233606,4169,1
16,233606,5916,1
15,233614,5176,1
15,233614,4841,1
15,233614,4502,1
15,233614,1628,1
15,233614,3807,1
15,233614,1648,1
15,233614,4273,1
15,233614,1648,1
15,233614,4273,1
15,233614,3807,1
15,233614,4502,1
15,233614,4273,1
15,233614,1519,1
15,233614,4502,1
15,233614,4273,1
15,233618,4547,0
15,233618,4937,0
15,233618,1511,0
15,233618,6366,0
15,233618,5253,0
15,233618,4841,0
15,233618,1628,0
15,233618,5176,0
15,233618,3807,0
15,233618,1648,0
15,233618,6366,0
15,233618,4783,0
15,233618,5253,0
29,233635,4316,1
29,233635,5681,1
29,233635,4316,1
29,233635,5681,1
29,233635,4316,1
29,233635,5681,1
18,233644,1648,1
18,233644,2634,1
38,233645,1648,1
38,233645,4937,1
38,233645,2123,1
38,233645,4937,1
38,233645,4169,1
38,233645,4440,1
38,1576,4399,1
17,2144,4820,0
16,11952,2468,0
16,12390,1642,0
22,15384,3777,0
15,15905,5655,1
40,16058,3339,0
16,19240,1678,1
15,21651,3467,1
16,28064,3565,1
38,29945,5594,1
15,30036,4278,1
40,34321,3733,0
46,36910,6212,1
15,38409,2380,1
16,39134,5169,0
16,41478,5568,1
38,42368,5655,1
16,50100,1617,1
35,53374,2110,0
35,54652,2110,1
15,56785,5165,0
16,59486,1617,0
25,60805,5500,0
15,62289,2380,0
15,65135,3339,0
16,65568,3565,0
38,70533,1694,0
40,71315,3733,0
16,80658,4317,1
38,83501,3339,1
38,83501,4149,1
16,86301,1291,0
46,93154,4135,1
15,95731,4399,0
15,97872,6361,1
16,100256,5240,1
38,102259,4900,0
16,107852,6212,1
16,112899,5655,1
35,113129,2110,0
35,114856,2110,0
15,126300,3644,0
16,132678,3339,1
16,132678,4149,1
16,132678,4568,1
16,133489,5920,1
18,135109,4783,0
50,135538,1815,0
50,136031,3101,1
50,136031,5346,1
41,136913,2971,0
127,137550,2848,0
29,138271,5681,0
38,138940,5473,1
29,143002,1694,1
50,145138,1947,0
50,145480,3387,1
15,145566,5569,1
50,146048,1617,0
38,148056,6259,0
15,151976,3733,0
50,153829,3101,0
50,153881,2244,1
18,154670,4316,1
50,156071,4982,1
50,156071,4780,1
50,156071,5556,1
50,156071,3644,1
22,156621,4236,1
38,158519,1922,1
22,158735,3777,0
50,160394,2731,0
50,164124,3101,0
50,165570,3498,1
50,165570,3101,1
15,166063,4278,1
46,167232,2611,1
16,167689,4317,1
15,167889,4526,1
38,167959,5569,0
16,167985,3101,1
16,167985,1815,1
50,168615,6067,0
50,170598,1815,0
41,171840,2805,0
15,171883,3001,0
50,172129,1486,0
22,173603,1978,1
22,173983,4236,1
50,174456,3101,1
50,174456,1815,1
50,174456,5346,1
50,178513,1486,1
50,178538,2731,0
38,181707,4135,0
50,186822,2244,1
50,186822,2731,1
38,186924,3827,0
25,187363,1922,0
16,187484,4278,1
50,188346,3827,1
15,188437,5655,0
25,192177,5500,0
18,193197,5333,1
50,193359,2470,0
41,193485,2669,0
16,194022,2468,1
46,198617,5568,0
46,198940,4710,1
46,198940,3640,1
50,199951,4149,1
127,200106,2848,0
50,200605,1843,0
35,200911,2373,1
38,201910,4135,1
50,203738,2244,1
17,204966,3733,0
46,205559,4135,1
17,206207,3733,0
22,208550,4412,1
18,210804,3733,0
50,211467,1782,1
50,211467,5240,1
16,214606,3565,0
50,217669,4526,0
89,220161,3898,0
186,221151,4783,0
186,221337,2951,0
113,221424,3573,0
186,223514,2805,0
186,223533,3777,0
186,223724,2470,0
186,223797,6176,0
186,223923,5240,0
186,223953,2669,0
186,224031,4783,0
186,224031,2669,0
186,224034,1843,0
29,224821,5681,0
186,226336,2848,0
186,226336,4783,0
38,226781,3733,0
38,227114,4547,0
50,227536,4783,1
15,228057,3733,0
41,228963,2848,0
41,228963,2658,0
41,228963,2848,0
25,229026,5043,1
113,229180,5269,0
15,230517,1694,1
46,230794,4542,1
15,231479,1694,1
16,231596,2946,0
46,231957,4135,1
50,232374,1628,0
50,232374,1782,0
50,232374,6456,0
22,232391,4547,0
25,232403,1694,1
50,232508,1815,0
127,232566,4547,0
25,232673,6351,1
25,232673,1694,1
10,232733,2123,0
16,232873,4547,0
16,232873,3898,0
29,232924,1052,0
186,232944,1843,0
16,232990,4547,0
127,233049,4547,0
22,233189,4547,0
41,233224,2848,0
9,233253,4547,0
15,233388,1511,0
15,233388,3807,0
15,233406,3963,0
15,233406,5381,0
15,233406,5176,0
17,233440,4783,1
15,233449,3963,0
25,233469,4783,0
18,233470,4502,1
18,233470,5333,1
46,233481,4135,0
46,233481,6456,0
27,233493,1511,1
15,233515,2123,1
22,233534,6456,0
22,233562,4547,1
22,233562,3807,1
15,233592,3963,0
15,233592,4783,0
15,233603,3963,1
15,233603,5176,1
15,233603,3807,1
15,233603,6456,1
15,233603,2158,1
15,233603,4169,1
15,233603,2158,1
15,233603,6456,1
15,233603,2158,1
15,233603,3807,1
15,233603,2158,1
15,233603,6456,1
16,233606,4547,1
16,233606,4783,1
16,233606,6456,1
16,233606,2158,1
16,233606,6456,1
15,233618,1628,0
15,233618,3963,0
15,233618,6456,0
15,233618,5253,0
15,233618,6366,0
15,233618,5253,0
15,233618,2158,0
15,233618,3807,0
15,233618,6456,0
29,233635,1052,1
29,233635,5681,1
18,233644,5333,1
18,233644,6456,1
18,233644,4783,1
18,233644,5176,1
18,233644,2634,1
18,233644,6456,1
38,233645,4937,1
38,233645,3807,1
38,233645,5176,1
38,233645,4783,1
38,233645,6456,1
38,233645,3807,1
38,233645,6456,1
15,233658,3963,1
15,233658,6456,1
15,233658,4783,1
15,233658,1511,1
15,233658,4783,1
15,233658,2158,1
15,233658,4502,1
15,233658,4783,1
15,233658,4502,1
15,233658,1694,1
15,233658,4783,1
15,233658,1694,1
15,233658,4783,1
15,233658,6456,1
15,233658,2158,1
15,233658,4937,1
15,233658,1694,1
113,233672,5269,0
113,233672,5555,0
25,233674,6247,0
25,233674,4783,0
25,233674,6247,0
50,233680,5176,1
50,233680,6176,1
50,233680,6456,1
50,233680,4783,1
50,233680,6176,1
89,233685,4783,0
38,2073,5250,0
38,2760,3908,0
55,5582,5887,0
40,6839,6172,0
38,7182,2678,0
15,7589,2754,1
17,7969,5644,1
16,7994,1525,0
16,8114,2467,1
15,8404,1735,1
46,9471,5757,0
16,9949,5310,0
16,9961,3321,0
15,10021,1291,0
16,10703,2786,1
16,11227,1997,0
16,11635,5346,1
16,11635,2512,1
16,11635,3812,1
16,14698,1406,0
22,14715,2593,0
16,14926,4317,0
15,15905,1430,1
16,16005,2610,1
40,16058,3812,0
15,16151,3054,1
16,16248,6234,0
16,16753,1798,1
15,17270,5074,0
16,17715,2786,1
15,17844,1997,0
16,18109,5043,1
44,18329,5151,0
15,21182,4743,0
15,21651,6389,1
16,21782,1525,0
25,21889,2550,1
16,22080,2616,1
16,22828,6391,1
40,23886,1857,1
16,24193,2616,1
44,24526,4016,0
16,25785,4698,0
16,25963,1287,0
15,26576,5178,0
16,26707,6263,1
15,27772,2467,1
16,27970,2197,1
16,28064,2616,1
15,28751,4656,1
15,28997,1287,0
55,29490,5043,1
15,30073,5680,0
17,30602,3440,0
29,31341,4316,0
15,31685,5027,1
16,32259,4317,1
16,32283,4054,0
15,33399,6436,0
15,33579,1011,1
55,33828,1525,0
16,34248,1525,0
16,34353,1525,0
17,35007,4683,0
16,35356,4067,1
16,36075,6263,0
16,37378,2616,0
15,37444,4905,0
40,37588,3123,0
15,37603,2251,0
15,37603,6020,0
16,37937,2467,0
15,38409,1801,1
46,39170,2044,1
16,39383,5610,0
16,39453,6436,1
16,40486,2145,1
16,40486,1719,1
16,41478,6391,1
15,44543,1788,0
15,45067,1737,1
15,45067,2467,1
16,46339,1815,1
55,48759,5383,0
16,49055,2382,1
15,49190,4055,0
43,49299,5677,0
16,51087,5074,1
16,51358,5038,0
16,52826,3054,1
38,53894,1565,0
16,53970,5212,1
16,56020,3812,1
16,56768,5212,1
15,57254,5613,0
15,57254,5930,0
16,58145,5037,0
17,58497,2826,0
16,58884,2117,0
16,59053,2382,1
16,59053,6007,1
38,60627,2647,0
16,61238,3390,0
17,61335,1997,0
17,63936,4839,0
15,64160,4890,0
16,65088,3024,0
44,65286,4392,0
40,66007,3838,0
44,66455,1997,0
16,68009,5027,1
16,68009,5459,1
15,68065,3341,0
15,68065,3718,0
16,68625,2207,0
16,68769,5043,0
15,69660,2236,0
18,70159,5644,0
38,70354,2773,0
25,70672,3541,0
15,71230,2958,0
18,72037,5568,0
15,72141,1786,0
16,74309,3309,0
15,74603,4712,0
38,74885,4086,0
16,74952,1859,0
15,75275,6436,0
17,76582,6247,0
46,78245,5915,0
22,78451,2038,1
15,78509,3101,1
15,78509,1555,1
18,78542,5851,0
16,79147,2467,1
16,79629,2467,1
38,79673,2773,1
38,79673,2721,1
17,79751,2145,1
29,79771,5731,1
15,80402,4890,1
15,80619,5672,1
16,80658,2467,1
38,80752,4814,0
22,80909,2964,0
18,81529,4989,1
15,82775,5027,0
31,82965,4682,0
38,83501,3771,1
15,86001,6101,0
17,86184,6247,0
29,87939,1555,1
44,87952,4016,0
16,88349,1406,0
38,88927,5043,1
38,88927,2467,1
46,89439,2918,0
16,90392,6252,1
15,91173,3523,1
17,92319,3440,0
46,93154,2283,1
15,94148,1786,1
15,94675,1786,1
16,95599,2810,1
16,95847,2810,0
46,96193,5731,0
16,96850,5169,1
16,97014,4461,1
29,97332,1786,1
15,97872,6246,1
16,99393,2038,1
22,99569,3943,1
31,99600,5212,1
22,100033,1287,1
16,100230,6263,0
16,100256,3922,1
16,100256,6016,1
16,100531,2467,1
15,101135,5583,1
38,102259,5169,0
17,102556,5938,0
18,103467,2281,0
16,104978,4418,1
16,106274,2774,1
38,106484,5902,1
16,107577,6382,1
38,107877,2647,0
38,109599,5043,1
38,109599,1011,1
38,109599,2506,1
18,110187,3812,1
27,110880,4774,1
27,110880,1434,1
15,112310,5583,0
16,112899,1801,1
16,113434,1555,1
16,113434,3408,1
16,113536,5610,0
38,114302,2088,1
38,115220,4017,0
15,115547,1786,1
15,116612,4504,1
16,116780,5253,0
15,117461,6329,1
38,117482,2467,0
16,118022,4011,1
22,118130,3147,1
38,118358,2647,0
15,118829,6263,0
40,119553,1000,0
46,119899,5672,1
16,120039,6270,1
16,120039,4620,1
16,120408,2207,0
16,122459,4854,1
46,124132,5300,0
16,124147,1525,1
18,124431,5851,1
35,125084,6105,0
38,126588,2565,1
46,127270,5731,0
25,128310,6488,1
25,128310,3836,1
25,128310,3799,1
17,129844,6077,1
16,132678,3812,1
16,132758,2625,0
15,133544,2251,1
15,133803,4011,0
25,134389,3836,1
29,134760,4305,1
38,135184,5464,1
18,135331,5644,1
50,136031,4745,1
50,136031,1786,1
50,136031,4067,1
41,136384,6279,0
33,136486,4529,1
15,136632,2960,0
46,137253,5915,0
46,137442,6204,1
46,137442,1818,1
33,137954,6005,0
46,138650,3109,0
15,138662,5583,0
33,138806,6005,1
50,138810,5108,1
15,139126,1786,1
15,139503,5583,0
50,139617,1656,1
17,139691,1786,1
22,141060,2964,1
50,141143,1688,1
38,142245,2773,1
16,143599,2964,1
16,143634,1219,1
16,144057,3014,1
16,144559,5043,1
50,145138,1815,0
41,145209,2533,0
38,146039,4812,0
35,146239,6105,1
15,146603,2964,1
41,146839,2315,0
38,147405,1240,0
46,147447,5574,1
50,148712,1815,1
50,149366,1815,1
41,150408,2533,1
16,152639,2038,0
41,153702,5383,1
15,155565,5257,0
50,156071,1750,1
50,156071,1424,1
50,156071,2617,1
50,156071,5699,1
50,156071,1447,1
50,156071,6455,1
50,156071,2931,1
25,156804,4054,1
17,157042,5169,1
29,157614,1945,1
15,157982,1786,0
17,158085,4504,0
38,158388,4659,0
38,158981,5851,0
41,159214,5251,1
16,159593,1997,1
16,159773,5156,1
41,162135,5251,1
22,162240,1156,0
16,163193,6263,1
38,165222,2467,1
50,165570,1786,1
38,165801,3109,0
50,166009,6329,0
50,166009,6391,0
15,166504,1786,1
38,166543,3323,1
16,167603,5823,0
16,167689,2088,1
16,167726,4124,0
16,167770,5043,1
15,167889,5042,1
15,167889,5464,1
15,167889,6329,1
15,167889,2677,1
15,167889,6329,1
15,167889,1684,1
15,167889,2895,1
16,167985,4531,1
16,167985,1815,1
22,168054,4524,1
50,169647,3467,0
15,169922,6200,1
50,169984,4396,0
15,170363,5583,1
38,170455,4682,1
44,170997,4016,0
50,171131,5961,0
50,172129,1424,0
16,172407,3523,0
29,172689,5961,0
38,172988,2905,0
38,172988,2678,0
38,172988,2150,0
16,173018,3103,1
25,173822,5938,1
50,174456,4830,1
50,175440,1735,1
50,175531,6419,0
18,177225,5644,1
38,177300,1240,1
38,177300,5574,1
50,178513,1424,1
17,178769,4504,0
25,180616,1648,1
16,180679,5678,1
16,180799,5169,0
16,181026,2826,1
15,181238,3054,0
41,182845,2533,1
16,183096,5043,1
16,183242,2786,0
41,183338,1374,0
46,183811,2283,1
16,183834,1719,1
16,186476,2467,1
16,186573,5610,0
38,186676,1525,0
15,186679,5583,0
50,186822,6040,1
15,187568,2610,1
16,188370,5583,1
46,188663,1253,1
44,188757,1525,1
22,188996,2467,1
50,189252,3714,0
15,189762,1716,1
41,190221,4411,0
15,190990,2379,0
16,191080,2610,0
16,192218,5043,1
18,193197,5459,1
16,193389,6263,1
15,193931,5583,1
15,194046,5851,0
15,195309,1786,1
15,196693,1786,1
16,196882,5027,1
18,196946,4989,0
15,197280,3054,1
31,199034,3147,0
44,199778,4154,0
15,200071,5583,1
38,200410,1786,0
50,200605,3386,0
16,200879,5043,1
16,201625,5583,1
41,201638,5383,0
16,201755,5004,0
41,201865,2556,0
38,201910,2402,1
38,201910,5232,1
38,201910,4187,1
38,201910,3323,1
38,201910,2773,1
50,202818,3025,0
17,203654,4011,1
29,204677,6077,1
38,204817,2826,0
15,204995,5004,1
16,205243,6263,1
22,205369,2964,1
113,207191,2658,0
33,207920,5775,1
46,208503,1217,0
22,208550,4018,1
15,208765,3541,0
41,208917,4011,1
16,209220,5346,1
16,209220,1531,1
15,209515,5043,1
46,210021,3809,1
50,210205,3618,0
50,211667,1475,1
38,212104,5043,1
50,212208,5169,0
41,212314,2251,1
16,212433,2467,1
41,212548,5001,0
16,212689,1716,1
29,213153,3925,1
50,213577,5916,0
40,213842,1219,0
38,214147,1786,1
41,214730,3051,0
18,215315,2439,0
46,215520,5383,0
41,216334,3720,0
50,216684,5916,1
38,217185,6370,0
89,218780,6077,0
89,219864,3009,0
89,219864,2315,0
89,220449,6077,0
89,220526,1500,0
89,220526,5298,0
186,221201,2610,0
186,221218,5251,0
186,221244,5251,0
186,221265,1818,0
186,221294,1818,0
186,221337,1424,0
186,221337,4424,0
113,221684,5731,0
113,221689,5731,0
186,221754,1424,0
127,223325,3294,0
186,223396,5677,0
186,223468,2533,0
186,223655,4745,0
186,223655,1854,0
186,223697,4386,0
186,223724,4745,0
186,223724,1854,0
186,223724,4713,0
8,223735,6399,0
186,223928,3759,0
186,223949,6299,0
186,223987,5349,0
186,223987,1662,0
186,223987,1156,0
186,224008,4914,0
186,224010,2981,0
9,224130,6399,0
9,224130,6193,0
46,224143,4774,0
8,224384,6399,0
8,224395,6399,0
27,224710,2964,1
10,224734,4035,1
186,225204,2037,0
186,226336,5662,0
186,226336,4783,0
186,226336,3463,0
186,226336,5662,0
17,226569,4011,1
22,227076,4730,0
38,227114,5232,0
38,227114,3733,0
38,227114,4187,0
38,227114,2773,0
50,227120,5108,0
15,227494,3294,0
186,227577,5360,0
46,227862,1534,1
89,228100,4597,0
15,228742,2251,1
113,228841,2658,0
15,228945,2251,1
41,228963,5795,0
41,228963,5887,0
41,228963,5705,0
41,228963,2981,0
41,228963,2556,0
41,228963,2848,0
41,228963,2658,0
41,228963,3570,0
41,228963,4135,0
25,229026,6488,1
25,229668,6488,0
15,229775,1786,0
15,229995,1786,1
17,230131,1042,0
9,230164,6399,0
9,230172,5251,0
9,230172,5292,0
15,230459,1786,1
15,230517,4502,1
18,230778,5568,1
15,230791,1786,1
46,230794,4542,1
186,230825,6193,0
29,230837,4189,1
186,231009,5662,0
17,231047,1786,1
17,231047,1042,1
15,231149,3054,1
186,231190,1309,0
186,231190,6193,0
186,231190,5210,0
186,231190,6040,0
186,231190,2981,0
186,231190,3726,0
186,231253,5662,0
186,231253,1003,0
186,231253,1253,0
50,231389,3428,0
41,231410,5383,0
15,231479,1694,1
186,231708,3463,0
15,231739,1694,1
22,231764,4371,1
29,231825,5251,0
186,232151,1309,0
186,232151,4016,0
15,232152,3294,1
15,232152,1374,1
50,232166,3428,0
38,232189,2773,0
16,232229,3162,0
38,232322,2773,0
50,232374,6456,0
50,232374,3361,0
16,232390,4914,0
25,232403,6488,1
50,232508,4230,0
50,232508,2617,0
127,232566,4502,0
127,232566,3294,0
29,232581,4316,0
41,232592,5383,1
38,232682,2773,1
33,232689,6488,0
33,232689,2997,0
38,232706,4135,0
38,232748,4135,0
50,232752,3428,0
38,232775,2773,1
25,232808,6488,0
46,232827,3692,0
16,232832,5176,0
16,232832,1628,0
16,232832,6456,0
16,232832,5775,0
15,232866,4914,0
16,232873,6456,0
16,232873,3898,0
16,232873,4783,0
33,232887,6488,0
17,232889,5887,0
17,232889,4504,0
25,232926,6488,1
186,232944,3463,0
186,232944,3726,0
18,232977,5544,0
46,233023,4135,0
15,233030,4502,1
127,233049,4502,0
127,233049,1641,0
25,233075,6488,1
186,233091,6016,0
15,233127,5212,1
25,233158,6488,0
186,233181,5030,0
27,233187,6488,0
22,233189,1156,0
41,233192,6285,0
41,233192,5383,0
41,233192,4597,0
41,233192,2848,0
25,233204,6488,0
41,233224,3071,0
41,233224,2556,0
41,233224,2848,0
41,233224,4135,0
186,233249,5210,0
9,233253,5887,0
9,233253,2981,0
9,233253,6193,0
9,233253,2981,0
9,233253,4597,0
9,233253,5251,0
38,233300,2773,0
38,233300,4135,0
38,233312,2402,0
38,233312,2773,0
38,233312,4135,0
186,233338,5030,0
186,233338,2981,0
186,233338,5030,0
186,233338,5210,0
186,233338,3570,0
186,233338,5887,0
186,233338,5662,0
186,233338,4783,0
186,233338,3631,0
186,233338,1648,0
186,233338,6416,0
186,233338,2981,0
16,233374,6193,1
15,233387,6193,0
15,233387,1309,0
15,233387,6193,0
15,233388,4502,0
15,233388,6354,0
15,233388,2725,0
15,233388,1133,0
25,233398,6488,0
38,233399,2402,0
38,233399,6456,0
38,233399,3733,0
38,233399,6456,0
38,233399,6040,0
38,233399,1511,0
38,233399,3538,0
38,233399,2773,0
38,233399,4597,0
38,233399,2658,0
38,233399,3538,0
38,233399,2658,0
38,233399,4547,0
38,233399,3538,0
38,233399,4135,0
15,233401,4502,0
15,233401,1154,0
15,233406,4547,0
15,233406,4304,0
15,233406,5381,0
15,233406,4876,0
15,233406,6354,0
25,233420,6488,1
89,233430,6077,0
15,233436,6354,0
15,233436,2725,0
17,233440,4914,1
17,233440,5292,1
15,233444,2725,1
15,233449,3963,0
33,233454,6488,1
40,233462,2773,0
25,233469,6488,0
18,233470,4502,1
18,233470,5644,1
18,233470,4774,1
18,233470,5644,1
18,233470,5333,1
33,233476,6488,0
33,233476,4761,0
46,233481,3725,0
27,233493,2123,1
15,233515,1309,1
17,233532,6148,1
17,233532,4597,1
22,233534,5887,0
15,233551,4712,1
15,233551,4016,1
15,233551,5381,1
15,233551,6354,1
22,233562,2158,1
22,233562,2981,1
22,233562,3807,1
22,233562,5851,1
22,233562,5887,1
22,233562,5851,1
16,233564,6148,0
16,233564,2158,0
16,233564,6040,0
16,233564,4461,0
16,233564,6040,0
16,233564,4461,0
15,233568,5887,1
15,233592,6148,0
15,233592,6354,0
15,233592,2725,0
16,233606,6456,1
16,233606,4547,1
16,233606,2158,1
16,233606,5916,1
15,233614,1589,1
15,233614,5887,1
15,233614,4713,1
15,233618,6148,0
15,233618,4304,0
15,233618,5381,0
15,233618,6354,0
15,233618,4713,0
15,233618,2725,0
15,233618,1511,0
29,233635,4316,1
29,233635,5681,1
29,233635,4316,1
29,233635,5681,1
29,233635,2981,1
29,233635,4316,1
29,233635,5681,1
29,233635,2981,1
18,233644,6148,1
18,233644,6456,1
18,233644,4783,1
38,233645,4937,1
38,233645,4783,1
38,233645,2773,1
38,233645,4713,1
38,233645,4440,1
38,233645,4547,1
15,233658,4371,1
15,233658,5887,1
15,233658,4713,1
15,233658,2158,1
15,233658,1694,1
15,233667,6148,0
15,233667,4937,0
15,233667,2981,0
15,233667,6193,0
25,233674,6488,0
25,233674,4774,0
25,233674,3836,0
25,233674,6247,0
50,233680,6456,1
50,233680,4597,1
50,233680,6148,1
50,233680,6176,1
50,233680,4713,1
50,233680,4597,1
89,233685,6148,0
89,233685,4937,0
89,233685,5887,0
89,233685,1511,0
89,233685,4713,0
89,233685,4783,0
89,233685,3733,0
89,233685,2158,0
22,233701,4547,1
22,233701,3733,1
22,233701,1156,1
22,233701,4597,1
22,233701,1156,1
22,233701,4547,1
22,233701,1156,1
22,233701,5683,1
22,233701,1156,1
10,233780,6193,1
10,233780,4502,1
10,233780,4783,1
10,233780,4502,1
10,233780,6148,1
10,233780,6193,1
10,233780,4713,1
10,233780,4035,1
10,233780,6193,1
10,233780,2981,1
10,233780,4713,1
10,233780,4035,1
10,233780,4713,1
10,233780,4035,1
10,233780,4783,1
10,233780,6193,1
10,233780,4783,1
10,233780,4713,1
10,233780,4597,1
10,233780,4783,1
10,233780,4035,1
16,233807,4304,0
16,233807,6148,0
16,233807,6456,0
16,233807,4304,0
16,233807,5887,0
16,233807,5381,0
16,233807,4783,0
16,233807,4713,0
16,233807,5916,0
16,233807,4713,0
16,233807,5916,0
15,233812,1694,1
15,233812,1511,1
15,233812,6148,1
15,233812,4502,1
15,233812,1628,1
15,233812,4502,1
15,233812,6456,1
15,233812,4502,1
15,233812,4937,1
15,233812,4713,1
15,233812,4502,1
15,233812,4937,1
15,233812,4502,1
15,233812,2464,1
15,233812,5887,1
15,233812,5381,1
15,233812,4713,1
15,233812,4502,1
15,233812,4713,1
15,233812,4502,1
15,233812,5381,1
15,233812,4713,1
15,233812,5381,1
15,233812,4713,1
15,233812,4783,1
15,233812,1694,1
15,233812,4502,1
15,233812,1694,1
15,233812,4713,1
15,233812,4597,1
15,233812,4713,1
15,233812,1694,1
46,233813,3733,1
46,233813,4937,1
46,233813,5416,1
46,233813,4597,1
46,233813,5731,1
18,233830,6148,1
18,233830,4597,1
18,233830,5644,1
18,233830,5887,1
18,233830,4304,1
18,233830,2281,1
18,233830,4304,1
18,233830,2281,1
18,233830,4304,1
18,233830,2281,1
18,233830,4304,1
18,233830,4937,1
18,233830,4713,1
18,233830,5887,1
18,233830,2281,1
18,233830,5887,1
18,233830,5381,1
18,233830,2281,1
41,233832,3071,0
41,233832,5383,0
41,233832,3071,0
41,233832,4937,0
41,233832,5386,0
31,233835,4597,0
31,233835,4230,0
31,233835,2964,0
31,233835,6148,0
31,233835,1648,0
31,233835,5887,0
31,233835,4937,0
31,233835,4713,0
31,233835,5210,0
22,233840,4547,1
22,233840,4783,1
22,233840,6148,1
22,233840,3733,1
22,233840,2964,1
22,233840,5887,1
22,233840,6456,1
22,233840,6207,1
22,233840,1648,1
22,233840,4937,1
22,233840,6207,1
22,233840,4713,1
22,233840,6207,1
22,233840,2296,1
35,233841,4230,1
35,233841,4783,1
35,233841,4937,1
35,233841,6207,1
25,233856,3836,0
25,233856,6488,0
25,233856,6148,0
25,233856,4054,0
25,233856,6456,0
25,233856,4054,0
25,233856,5887,0
25,233856,6456,0
25,233856,3836,0
25,233856,2158,0
25,233856,3836,0
25,233856,5887,0
25,233856,4774,0
25,233856,4054,0
25,233856,6456,0
25,233856,4774,0
25,233856,4054,0
25,233856,6456,0
25,233856,4054,0
16,233859,3733,0
